,iata_code,icao_code,country_code,country_name,latitude,longitude,elev_ft,nrunways,longest_runway_ft,name,traffic_region,source
1175,AHO,LIEA,IT,Italy,40.632133,8.290772,87.0,1.0,9843.0,,Europe,MIT_AEIC
1176,AHU,GMTA,MA,Morocco,35.177103,-3.839525,95.0,1.0,8202.0,,North Africa,MIT_AEIC
1177,AIA,KAIA,US,United States,42.053222,-102.80377800000001,3931.0,3.0,9202.0,,North America,MIT_AEIC
1178,AIN,PAWI,US,United States,70.638,-159.99475,41.0,1.0,4494.0,,North America,MIT_AEIC
1179,AIT,NCAI,CK,Cook Islands,-18.830922,-159.76423300000002,14.0,2.0,5920.0,,Pacific South-East Asia,MIT_AEIC
1180,AJF,OESK,SA,Saudi Arabia,29.785133000000002,40.100006,2261.0,1.0,12011.0,,Middle East,MIT_AEIC
1181,AJI,LTCO,TR,Turkey,39.654569,43.02715,5462.0,1.0,6562.0,,Europe,MIT_AEIC
1182,AJL,VEAZ,IN,India,23.746230999999998,92.803219,1001.0,1.0,3755.0,,Central and South-West Asia,MIT_AEIC
1183,AJR,ESNX,SE,Sweden,65.590228,19.281725,1245.0,1.0,8201.0,,Europe,MIT_AEIC
1184,AJU,SBAR,BR,Brazil,-10.984000000000002,-37.070333000000005,23.0,1.0,7218.0,,South America,MIT_AEIC
1185,AKF,HLKF,LY,Libya,24.178728,23.313958,1367.0,2.0,12007.0,,North Africa,MIT_AEIC
1186,AKJ,RJEC,JP,Japan,43.670833,142.4475,721.0,1.0,8200.0,,North Asia,MIT_AEIC
1187,AKP,PAKP,US,United States,68.133597,-151.74334199999998,2102.0,1.0,4800.0,,North America,MIT_AEIC
1188,AKS,AGGA,SB,Solomon Islands,-8.702569,160.681739,23.0,1.0,3111.0,,Pacific South-East Asia,MIT_AEIC
1189,AKV,CYKO,CA,Canada,60.818611,-78.148611,75.0,1.0,3510.0,,North America,MIT_AEIC
1190,AKX,UATT,KZ,Kazakhstan,50.245556,57.207221999999994,738.0,1.0,10473.0,,Central and South-West Asia,MIT_AEIC
1191,AKY,VYSW,MM,Myanmar,20.132707999999997,92.872628,27.0,1.0,6001.0,,Central and South-West Asia,MIT_AEIC
1192,ALF,ENAT,NO,Norway,69.976111,23.371667000000002,9.0,1.0,7165.0,,Europe,MIT_AEIC
1193,ALH,YABA,AU,Australia,-34.943333,117.808889,233.0,2.0,5906.0,,Pacific South-East Asia,MIT_AEIC
1194,ALL,LIMG,IT,Italy,44.050608000000004,8.127428,148.0,1.0,4688.0,,Europe,MIT_AEIC
1195,ALO,KALO,US,United States,42.557081,-92.40034399999999,873.0,3.0,8400.0,,North America,MIT_AEIC
1196,ALP,OSAP,SY,Syrian Arab Republic,36.180675,37.224358,1276.0,1.0,9547.0,,Middle East,MIT_AEIC
1197,ALS,KALS,US,United States,37.434917,-105.866556,7539.0,2.0,8519.0,,North America,MIT_AEIC
1198,ALW,KALW,US,United States,46.094778000000005,-118.289,1194.0,3.0,6527.0,,North America,MIT_AEIC
1199,ALY,HEAX,EG,Egypt,31.183903000000004,29.948889,-6.0,2.0,7221.0,,North Africa,MIT_AEIC
1200,AMI,WADA,ID,Indonesia,-8.560708,116.094656,52.0,1.0,6853.0,,Pacific South-East Asia,MIT_AEIC
1201,AMQ,WAPP,ID,Indonesia,-3.7103919999999997,128.091881,33.0,1.0,8202.0,,Pacific South-East Asia,MIT_AEIC
1202,ANE,LFJR,FR,France,47.560153,-0.312872,194.0,3.0,5905.0,,Europe,MIT_AEIC
1203,ANG,LFBU,FR,France,45.729246999999994,0.221456,436.0,1.0,5938.0,,Europe,MIT_AEIC
1204,ANS,SPHY,PE,Peru,-13.706407999999998,-73.350378,11300.0,1.0,8202.0,,South America,MIT_AEIC
1205,ANV,PANV,US,United States,62.646733999999995,-160.190659,309.0,1.0,2960.0,,North America,MIT_AEIC
1206,ANX,ENAN,NO,Norway,69.2925,16.144167000000003,43.0,2.0,8097.0,,Europe,MIT_AEIC
1207,AOI,LIPY,IT,Italy,43.616341999999996,13.362319,49.0,1.0,9812.0,,Europe,MIT_AEIC
1208,AOK,LGKP,GR,Greece,35.421408,27.146008000000002,66.0,1.0,7871.0,,Europe,MIT_AEIC
1209,AOO,KAOO,US,United States,40.296372,-78.32002299999999,1504.0,2.0,5466.0,,North America,MIT_AEIC
1210,AOR,WMKA,MY,Malaysia,6.194142,100.402608,15.0,1.0,9005.0,,Pacific South-East Asia,MIT_AEIC
1211,AOT,LIMW,IT,Italy,45.738580999999996,7.367931,1791.0,1.0,4088.0,,Europe,MIT_AEIC
1212,APL,FQNP,MZ,Mozambique,-15.105610999999998,39.2818,1444.0,2.0,6561.0,,Sub Saharan Africa,MIT_AEIC
1213,APN,KAPN,US,United States,45.078068,-83.560286,689.0,2.0,9001.0,,North America,MIT_AEIC
1214,APW,NSFA,WS,Samoa,-13.829969,-172.008336,58.0,1.0,9843.0,,Pacific South-East Asia,MIT_AEIC
1215,AQA,SBAQ,BR,Brazil,-21.811999999999998,-48.133028,2334.0,1.0,5905.0,,South America,MIT_AEIC
1216,AQI,OEPA,SA,Saudi Arabia,28.335192,46.125069,1174.0,1.0,9843.0,,Middle East,MIT_AEIC
1217,ARC,PARC,US,United States,68.11466899999999,-145.57941499999998,2092.0,1.0,4500.0,,North America,MIT_AEIC
1218,ARH,ULAA,RU,Russian Federation,64.60028100000001,40.716667,62.0,1.0,8202.0,,Europe,MIT_AEIC
1219,ARI,SCAR,CL,Chile,-18.348514,-70.33875,167.0,1.0,7119.0,,South America,MIT_AEIC
1220,ARM,YARM,AU,Australia,-30.528056,151.617222,3556.0,2.0,5702.0,,Pacific South-East Asia,MIT_AEIC
1221,ART,KART,US,United States,43.991921999999995,-76.021739,325.0,2.0,5000.0,,North America,MIT_AEIC
1222,ARU,SBAU,BR,Brazil,-21.141342,-50.424721999999996,1361.0,1.0,6955.0,,South America,MIT_AEIC
1223,ASB,UTAA,TM,Turkmenistan,37.986814,58.360967,692.0,3.0,12467.0,,Central and South-West Asia,MIT_AEIC
1224,ASF,URWA,RU,Russian Federation,46.283333,48.006278,-65.0,2.0,8202.0,,Europe,MIT_AEIC
1225,ASJ,RJKA,JP,Japan,28.430633,129.71254199999998,27.0,1.0,6560.0,,North Asia,MIT_AEIC
1226,ASM,HHAS,ER,Eritrea,15.291853,38.910667,7661.0,2.0,9842.0,,Sub Saharan Africa,MIT_AEIC
1227,ASP,YBAS,AU,Australia,-23.806667,133.902222,1789.0,2.0,7999.0,,Pacific South-East Asia,MIT_AEIC
1228,ASR,LTAU,TR,Turkey,38.770386,35.495428000000004,3463.0,1.0,9841.0,,Europe,MIT_AEIC
1229,ASU,SGAS,PY,Paraguay,-25.23985,-57.519133,292.0,1.0,11001.0,,South America,MIT_AEIC
1230,ASW,HESN,EG,Egypt,23.964356,32.819975,662.0,2.0,11161.0,,North Africa,MIT_AEIC
1231,ATA,SPHZ,PE,Peru,-9.347444,-77.598392,9097.0,1.0,10007.0,,South America,MIT_AEIC
1232,ATK,PATQ,US,United States,70.467276,-157.43573600000002,96.0,1.0,4370.0,,North America,MIT_AEIC
1233,ATY,KATY,US,United States,44.913971999999994,-97.15472199999999,1749.0,2.0,6899.0,,North America,MIT_AEIC
1234,ATZ,HEAT,EG,Egypt,27.046508000000003,31.011983,772.0,1.0,9905.0,,North Africa,MIT_AEIC
1235,AUC,SKUC,CO,Colombia,7.068881,-70.736925,420.0,1.0,6890.0,,South America,MIT_AEIC
1236,AUQ,NTMN,PF,French Polynesia,-9.768794,-139.011256,1481.0,1.0,3986.0,,Pacific South-East Asia,MIT_AEIC
1237,AUR,LFLW,FR,France,44.891388,2.421944,2096.0,1.0,5577.0,,Europe,MIT_AEIC
1238,AWZ,OIAW,IR,Iran (Islamic Republic of),31.337444,48.762138,66.0,1.0,11149.0,,Middle East,MIT_AEIC
1239,AXD,LGAL,GR,Greece,40.855869,25.956264,24.0,1.0,8471.0,,Europe,MIT_AEIC
1240,AXU,HAAX,ET,Ethiopia,14.147032999999999,38.772581,6915.0,1.0,7874.0,,Sub Saharan Africa,MIT_AEIC
1241,AYP,SPHO,PE,Peru,-13.154819,-74.204417,8917.0,1.0,9186.0,,South America,MIT_AEIC
1242,AYQ,YAYE,AU,Australia,-25.186111,130.975556,1626.0,1.0,8527.0,,Pacific South-East Asia,MIT_AEIC
1243,AZD,OIYY,IR,Iran (Islamic Republic of),31.906111,54.276389,4054.0,1.0,13446.0,,Middle East,MIT_AEIC
1244,AZR,DAUA,DZ,Algeria,27.837589,-0.186414,919.0,1.0,9848.0,,North Africa,MIT_AEIC
1245,BAG,RPUB,PH,Philippines,16.375103,120.61963600000001,4251.0,1.0,5912.0,,Pacific South-East Asia,MIT_AEIC
1246,BAL,LTCJ,TR,Turkey,37.929056,41.116361,1822.0,1.0,10000.0,,Europe,MIT_AEIC
1247,BAT,SBBT,BR,Brazil,-20.584547,-48.594086,1898.0,1.0,5905.0,,South America,MIT_AEIC
1248,BAU,SBBU,BR,Brazil,-22.345042000000003,-49.0538,2025.0,1.0,4925.0,,South America,MIT_AEIC
1249,BAX,UNBB,RU,Russian Federation,53.363775,83.538533,838.0,2.0,9350.0,,Europe,MIT_AEIC
1250,BBA,SCBA,CL,Chile,-45.916058,-71.689475,1722.0,1.0,8205.0,,South America,MIT_AEIC
1251,BBI,VEBS,IN,India,20.244364,85.81778100000001,138.0,2.0,7359.0,,Central and South-West Asia,MIT_AEIC
1252,BBM,VDBG,KH,Cambodia,13.095564,103.224408,59.0,1.0,5250.0,,Pacific South-East Asia,MIT_AEIC
1253,BBO,HCMI,SO,Somalia,10.389167,44.941106,30.0,1.0,13582.0,,Sub Saharan Africa,MIT_AEIC
1254,BCI,YBAR,AU,Australia,-23.565278,145.306667,878.0,2.0,5591.0,,Pacific South-East Asia,MIT_AEIC
1255,BCL,MRBC,CR,Costa Rica,10.768778,-83.58602900000001,3.0,1.0,3281.0,,Central America/ Caribbean,MIT_AEIC
1256,BCM,LRBC,RO,Romania,46.521946,26.910278,607.0,1.0,8203.0,,Europe,MIT_AEIC
1257,BDA,TXKF,BM,Bermuda,32.364042,-64.678703,12.0,1.0,9713.0,,Central America/ Caribbean,MIT_AEIC
1258,BDB,YBUD,AU,Australia,-24.903889000000003,152.318611,107.0,2.0,5030.0,,Pacific South-East Asia,MIT_AEIC
1259,BDH,OIBL,IR,Iran (Islamic Republic of),26.531389,54.8275,67.0,1.0,8203.0,,Middle East,MIT_AEIC
1260,BDO,WICC,ID,Indonesia,-6.900625,107.57629399999999,2436.0,1.0,7280.0,,Pacific South-East Asia,MIT_AEIC
1261,BDP,VNCG,NP,Nepal,26.570821999999996,88.079578,300.0,1.0,3965.0,,Central and South-West Asia,MIT_AEIC
1262,BDQ,VABO,IN,India,22.336164,73.22628900000001,129.0,1.0,8100.0,,Central and South-West Asia,MIT_AEIC
1263,BDS,LIBR,IT,Italy,40.657633000000004,17.947032999999998,47.0,2.0,8307.0,,Europe,MIT_AEIC
1264,BDU,ENDU,NO,Norway,69.055758,18.540356,252.0,1.0,8015.0,,Europe,MIT_AEIC
1265,BEB,EGPL,GB,United Kingdom,57.481111,-7.362778,19.0,2.0,6024.0,,Europe,MIT_AEIC
1266,BEF,MNBL,NI,Nicaragua,11.988889,-83.77427800000001,41.0,1.0,6625.0,,Central America/ Caribbean,MIT_AEIC
1267,BEJ,WALK,ID,Indonesia,2.1548689999999997,117.432478,26.0,1.0,4625.0,,Pacific South-East Asia,MIT_AEIC
1268,BEN,HLLB,LY,Libya,32.096786,20.269472,433.0,2.0,11732.0,,North Africa,MIT_AEIC
1269,BEW,FQBR,MZ,Mozambique,-19.796419,34.907556,33.0,3.0,7874.0,,Sub Saharan Africa,MIT_AEIC
1270,BFD,KBFD,US,United States,41.803067999999996,-78.640121,2143.0,2.0,6309.0,,North America,MIT_AEIC
1271,BFF,KBFF,US,United States,41.874028,-103.595639,3967.0,2.0,8279.0,,North America,MIT_AEIC
1272,BFN,FABL,ZA,South Africa,-29.092722,26.302444,4458.0,2.0,8396.0,,Sub Saharan Africa,MIT_AEIC
1273,BFV,VTUO,TH,Thailand,15.229539,103.253231,590.0,1.0,6890.0,,Pacific South-East Asia,MIT_AEIC
1274,BGF,FEFF,CF,Central African Republic,4.398475,18.518786,1208.0,1.0,8530.0,,Sub Saharan Africa,MIT_AEIC
1275,BHH,OEBH,SA,Saudi Arabia,19.984138,42.622833,3887.0,1.0,10007.0,,Middle East,MIT_AEIC
1276,BHI,SAZB,AR,Argentina,-38.724967,-62.16931700000001,246.0,3.0,8579.0,,South America,MIT_AEIC
1277,BHJ,VABJ,IN,India,23.287828,69.670147,268.0,1.0,8205.0,,Central and South-West Asia,MIT_AEIC
1278,BHK,UTSB,UZ,Uzbekistan,39.775,64.483333,751.0,1.0,9843.0,,Central and South-West Asia,MIT_AEIC
1279,BHO,VABP,IN,India,23.287467000000003,77.337375,1719.0,2.0,6700.0,,Central and South-West Asia,MIT_AEIC
1280,BHQ,YBHI,AU,Australia,-32.001389,141.471667,958.0,2.0,8251.0,,Pacific South-East Asia,MIT_AEIC
1281,BHS,YBTH,AU,Australia,-33.409444,149.651944,2435.0,2.0,5594.0,,Pacific South-East Asia,MIT_AEIC
1282,BHU,VABV,IN,India,21.752206,72.185181,44.0,1.0,6300.0,,Central and South-West Asia,MIT_AEIC
1283,BHV,OPBW,PK,Pakistan,29.3481,71.71798100000001,392.0,1.0,9345.0,,Central and South-West Asia,MIT_AEIC
1284,BID,KBID,US,United States,41.168110999999996,-71.577833,108.0,1.0,2502.0,,North America,MIT_AEIC
1285,BIK,WABB,ID,Indonesia,-1.190017,136.10799699999998,46.0,1.0,11715.0,,Pacific South-East Asia,MIT_AEIC
1286,BIR,VNVT,NP,Nepal,26.481453000000002,87.264036,236.0,1.0,4937.0,,Central and South-West Asia,MIT_AEIC
1287,BJA,DAAE,DZ,Algeria,36.711997,5.069922,20.0,1.0,7874.0,,North Africa,MIT_AEIC
1288,BJB,OIMN,IR,Iran (Islamic Republic of),37.493003,57.308389,3499.0,1.0,10582.0,,Middle East,MIT_AEIC
1289,BJI,KBJI,US,United States,47.510721999999994,-94.934722,1391.0,2.0,7002.0,,North America,MIT_AEIC
1290,BJL,GBYD,GM,Gambia,13.337960999999998,-16.652206,95.0,1.0,11811.0,,Sub Saharan Africa,MIT_AEIC
1291,BJM,HBBA,BI,Burundi,-3.3240190000000003,29.318519000000002,2582.0,1.0,11811.0,,Sub Saharan Africa,MIT_AEIC
1292,BJR,HABD,ET,Ethiopia,11.608075,37.321644,5976.0,1.0,9842.0,,Sub Saharan Africa,MIT_AEIC
1293,BJV,LTFE,TR,Turkey,37.250611,27.664310999999998,21.0,1.0,9842.0,,Europe,MIT_AEIC
1294,BJZ,LEBZ,ES,Spain,38.89125,-6.821333,609.0,1.0,9350.0,,Europe,MIT_AEIC
1295,BKC,PABL,US,United States,65.981565,-161.149071,31.0,1.0,3200.0,,North America,MIT_AEIC
1296,BKQ,YBCK,AU,Australia,-24.427778,145.42861100000002,928.0,2.0,5538.0,,Pacific South-East Asia,MIT_AEIC
1297,BKS,WIPL,ID,Indonesia,-3.8637,102.339036,50.0,1.0,7345.0,,Pacific South-East Asia,MIT_AEIC
1298,BKW,KBKW,US,United States,37.787326,-81.12416400000001,2504.0,2.0,6750.0,,North America,MIT_AEIC
1299,BKX,KBKX,US,United States,44.304833,-96.81694399999999,1648.0,2.0,5231.0,,North America,MIT_AEIC
1300,BLE,ESSD,SE,Sweden,60.422017000000004,15.515210999999999,503.0,1.0,7579.0,,Europe,MIT_AEIC
1301,BLF,KBLF,US,United States,37.295795,-81.207691,2857.0,1.0,4742.0,,North America,MIT_AEIC
1302,BLI,KBLI,US,United States,48.792694,-122.53752800000001,170.0,1.0,6701.0,,North America,MIT_AEIC
1303,BLJ,DABT,DZ,Algeria,35.752106,6.308589,2697.0,1.0,9837.0,,North Africa,MIT_AEIC
1304,BLT,YBTR,AU,Australia,-23.603056,148.806944,657.0,1.0,5023.0,,Pacific South-East Asia,MIT_AEIC
1305,BLZ,FWCL,MW,Malawi,-15.679053,34.974014000000004,2555.0,2.0,7627.0,,Sub Saharan Africa,MIT_AEIC
1306,BMK,EDWR,DE,Germany,53.5955,6.709167,3.0,3.0,3281.0,,Europe,MIT_AEIC
1307,BMU,WADB,ID,Indonesia,-8.539647,118.687322,3.0,1.0,5405.0,,Pacific South-East Asia,MIT_AEIC
1308,BMV,VVBM,VN,Vietnam,12.668311,108.120272,1729.0,1.0,9843.0,,Pacific South-East Asia,MIT_AEIC
1309,BND,OIKB,IR,Iran (Islamic Republic of),27.218169,56.377875,22.0,2.0,12033.0,,Middle East,MIT_AEIC
1310,BNK,YBNA,AU,Australia,-28.833889000000003,153.5625,7.0,1.0,6234.0,,Pacific South-East Asia,MIT_AEIC
1311,BNS,SVBI,VE,Venezuela (Bolivarian Republic of),8.619575,-70.220825,666.0,2.0,6560.0,,South America,MIT_AEIC
1312,BOC,MPBO,PA,Panama,9.340853,-82.250842,10.0,1.0,4921.0,,Central America/ Caribbean,MIT_AEIC
1313,BOJ,LBBG,BG,Bulgaria,42.569583,27.515235999999998,135.0,1.0,10499.0,,Europe,MIT_AEIC
1314,BON,TNCB,AN,Netherlands Antilles,12.131044000000001,-68.268511,20.0,1.0,9449.0,,Central America/ Caribbean,MIT_AEIC
1315,BOY,DFOO,BF,Burkina Faso,11.160055999999999,-4.3309690000000005,1511.0,1.0,10826.0,,Sub Saharan Africa,MIT_AEIC
1316,BPS,SBPS,BR,Brazil,-16.438639000000002,-39.080917,168.0,1.0,6562.0,,South America,MIT_AEIC
1317,BPT,KBPT,US,United States,29.950833000000003,-94.02069399999999,15.0,2.0,6750.0,,North America,MIT_AEIC
1318,BQK,KBQK,US,United States,31.258808000000002,-81.466497,26.0,1.0,8001.0,,North America,MIT_AEIC
1319,BQS,UHBB,RU,Russian Federation,50.425394,127.41247800000001,638.0,1.0,9186.0,,Europe,MIT_AEIC
1320,BRC,SAZS,AR,Argentina,-41.151171999999995,-71.157542,2776.0,1.0,7703.0,,South America,MIT_AEIC
1321,BRD,KBRD,US,United States,46.40175,-94.13555600000001,1232.0,3.0,6514.0,,North America,MIT_AEIC
1322,BRM,SVBM,VE,Venezuela (Bolivarian Republic of),10.042747,-69.35861899999999,2042.0,1.0,9350.0,,South America,MIT_AEIC
1323,BRN,LSZB,CH,Switzerland,46.9141,7.497153,1674.0,3.0,4954.0,,Europe,MIT_AEIC
1324,BRQ,LKTB,CZ,Czech Republic,49.151269,16.694433,778.0,1.0,8694.0,,Europe,MIT_AEIC
1325,BRW,PABR,US,United States,71.285448,-156.76600200000001,44.0,1.0,6500.0,,North America,MIT_AEIC
1326,BSG,FGBT,GQ,Equatorial Guinea,1.9054689999999999,9.805681,13.0,1.0,7001.0,,Sub Saharan Africa,MIT_AEIC
1327,BSK,DAUB,DZ,Algeria,34.793289,5.738231,246.0,1.0,9469.0,,North Africa,MIT_AEIC
1328,BSO,RPUO,PH,Philippines,20.4519,121.980231,291.0,1.0,4101.0,,Pacific South-East Asia,MIT_AEIC
1329,BTJ,WITT,ID,Indonesia,5.523522,95.420372,65.0,1.0,8184.0,,Pacific South-East Asia,MIT_AEIC
1330,BTK,UIBB,RU,Russian Federation,56.370833,101.69861,1610.0,1.0,10368.0,,Europe,MIT_AEIC
1331,BTM,KBTM,US,United States,45.954806,-112.497472,5550.0,2.0,9001.0,,North America,MIT_AEIC
1332,BTT,PABT,US,United States,66.913944,-151.529056,647.0,1.0,5190.0,,North America,MIT_AEIC
1333,BUA,AYBK,PG,Papua New Guinea,-5.422317,154.672667,11.0,1.0,5125.0,,Pacific South-East Asia,MIT_AEIC
1334,BUQ,FVBU,ZW,Zimbabwe,-20.017431,28.617869,4359.0,2.0,8491.0,,Sub Saharan Africa,MIT_AEIC
1335,BUZ,OIBB,IR,Iran (Islamic Republic of),28.944810999999998,50.834637,68.0,2.0,14664.0,,Middle East,MIT_AEIC
1336,BVB,SBBV,BR,Brazil,2.846311,-60.690068999999994,276.0,1.0,8858.0,,South America,MIT_AEIC
1337,BVC,GVBA,CV,Cape Verde,16.136531,-22.888897,69.0,1.0,6865.0,,Sub Saharan Africa,MIT_AEIC
1338,BVE,LFBV,FR,France,45.150833,1.4691670000000001,379.0,1.0,4593.0,,Europe,MIT_AEIC
1339,BWA,VNBW,NP,Nepal,27.505703000000004,83.416275,358.0,1.0,4955.0,,Central and South-West Asia,MIT_AEIC
1340,BWT,YWYY,AU,Australia,-40.998889,145.731111,62.0,2.0,5413.0,,Pacific South-East Asia,MIT_AEIC
1341,BXR,OIKM,IR,Iran (Islamic Republic of),29.083925,58.450396999999995,3231.0,1.0,11107.0,,Middle East,MIT_AEIC
1342,BXU,RPME,PH,Philippines,8.951322,125.477972,141.0,1.0,6450.0,,Pacific South-East Asia,MIT_AEIC
1343,BZG,EPBY,PL,Poland,53.096803,17.977669,235.0,1.0,8202.0,,Europe,MIT_AEIC
1344,BZL,VGBR,BD,Bangladesh,22.801031,90.301164,23.0,1.0,5995.0,,Central and South-West Asia,MIT_AEIC
1345,BZO,LIPB,IT,Italy,46.460194,11.326383,789.0,2.0,4255.0,,Europe,MIT_AEIC
1346,BZZ,EGVN,GB,United Kingdom,51.749964,-1.583617,288.0,1.0,10007.0,,Europe,MIT_AEIC
1347,CAB,FNCA,AO,Angola,-5.596992,12.188353,66.0,1.0,8202.0,,Sub Saharan Africa,MIT_AEIC
1348,CAL,EGEC,GB,United Kingdom,55.437222,-5.686389,42.0,1.0,10003.0,,Europe,MIT_AEIC
1349,CAP,MTCH,HT,Haiti,19.732989,-72.194739,10.0,1.0,4886.0,,Central America/ Caribbean,MIT_AEIC
1350,CAQ,SKCU,CO,Colombia,7.968469,-75.198461,174.0,1.0,3794.0,,South America,MIT_AEIC
1351,CAY,SOCA,GF,French Guiana,4.819808,-52.360447,26.0,1.0,10486.0,,South America,MIT_AEIC
1352,CBB,SLCB,BO,Bolivia (Plurinational State of),-17.421058,-66.177114,8360.0,2.0,12460.0,,South America,MIT_AEIC
1353,CBH,DAOR,DZ,Algeria,31.646119,-2.278508,2661.0,2.0,12245.0,,North Africa,MIT_AEIC
1354,CBO,RPMC,PH,Philippines,7.164833,124.210444,183.0,1.0,6276.0,,Pacific South-East Asia,MIT_AEIC
1355,CBQ,DNCA,NG,Nigeria,4.976019,8.347197,210.0,1.0,8038.0,,Sub Saharan Africa,MIT_AEIC
1356,CCF,LFMK,FR,France,43.215978,2.306317,433.0,1.0,6726.0,,Europe,MIT_AEIC
1357,CCJ,VOCL,IN,India,11.135591999999999,75.954875,342.0,1.0,9383.0,,Central and South-West Asia,MIT_AEIC
1358,CDB,PACD,US,United States,55.206061,-162.725437,96.0,2.0,10415.0,,North America,MIT_AEIC
1359,CDC,KCDC,US,United States,37.700965999999994,-113.098846,5622.0,2.0,8653.0,,North America,MIT_AEIC
1360,CDR,KCDR,US,United States,42.837556,-103.095417,3297.0,2.0,6001.0,,North America,MIT_AEIC
1361,CDV,PACV,US,United States,60.491778000000004,-145.477556,54.0,2.0,7500.0,,North America,MIT_AEIC
1362,CEC,KCEC,US,United States,41.780157,-124.23653300000001,57.0,2.0,5002.0,,North America,MIT_AEIC
1363,CED,YCDU,AU,Australia,-32.130556,133.709722,77.0,2.0,5709.0,,Pacific South-East Asia,MIT_AEIC
1364,CEI,VTCT,TH,Thailand,19.952342,99.882928,1280.0,1.0,9843.0,,Pacific South-East Asia,MIT_AEIC
1365,CEK,USCC,RU,Russian Federation,55.305836,61.503333,769.0,1.0,10499.0,,Europe,MIT_AEIC
1366,CEN,MMCN,MX,Mexico,27.392639000000003,-109.83311100000002,205.0,1.0,7546.0,,Central America/ Caribbean,MIT_AEIC
1367,CER,LFRC,FR,France,49.650106,-1.470281,459.0,1.0,8005.0,,Europe,MIT_AEIC
1368,CEZ,KCEZ,US,United States,37.303000000000004,-108.628056,5918.0,1.0,7205.0,,North America,MIT_AEIC
1369,CFN,EIDL,IE,Ireland,55.044192,-8.341000000000001,30.0,1.0,4908.0,,Europe,MIT_AEIC
1370,CFR,LFRK,FR,France,49.173333,-0.45,256.0,2.0,6233.0,,Europe,MIT_AEIC
1371,CFS,YSCH,AU,Australia,-30.320556,153.116389,18.0,2.0,6824.0,,Pacific South-East Asia,MIT_AEIC
1372,CFU,LGKR,GR,Greece,39.601944,19.911667,6.0,1.0,7792.0,,Europe,MIT_AEIC
1373,CGB,SBCY,BR,Brazil,-15.652931,-56.116718999999996,617.0,1.0,7546.0,,South America,MIT_AEIC
1374,CGI,KCGI,US,United States,37.225317,-89.570752,342.0,2.0,6499.0,,North America,MIT_AEIC
1375,CGP,VGEG,BD,Bangladesh,22.249610999999998,91.813286,12.0,1.0,9646.0,,Central and South-West Asia,MIT_AEIC
1376,CGR,SBCG,BR,Brazil,-20.468667,-54.6725,1833.0,1.0,8530.0,,South America,MIT_AEIC
1377,CGY,RPML,PH,Philippines,8.415619,124.61121899999999,601.0,1.0,8050.0,,Pacific South-East Asia,MIT_AEIC
1378,CHQ,LGSA,GR,Greece,35.531746999999996,24.149678,490.0,1.0,10982.0,,Europe,MIT_AEIC
1379,CHX,MPCH,PA,Panama,9.458636,-82.516806,19.0,1.0,3609.0,,Central America/ Caribbean,MIT_AEIC
1380,CIC,KCIC,US,United States,39.795383,-121.858423,238.0,2.0,6724.0,,North America,MIT_AEIC
1381,CIJ,SLCO,BO,Bolivia (Plurinational State of),-11.040436,-68.782972,892.0,1.0,6562.0,,South America,MIT_AEIC
1382,CIT,UAII,KZ,Kazakhstan,42.364167,69.478889,1385.0,1.0,9186.0,,Central and South-West Asia,MIT_AEIC
1383,CIU,KCIU,US,United States,46.250752,-84.472385,800.0,2.0,7201.0,,North America,MIT_AEIC
1384,CIW,TVSC,VC,Saint Vincent and the Grenadines,12.699042,-61.342431000000005,11.0,1.0,3625.0,,Central America/ Caribbean,MIT_AEIC
1385,CIX,SPHI,PE,Peru,-6.787475,-79.828097,97.0,1.0,8266.0,,South America,MIT_AEIC
1386,CJA,SPJR,PE,Peru,-7.139183,-78.4894,8781.0,1.0,8202.0,,South America,MIT_AEIC
1387,CJB,VOCB,IN,India,11.031422000000001,77.04395799999999,1311.0,1.0,8480.0,,Central and South-West Asia,MIT_AEIC
1388,CJC,SCCF,CL,Chile,-22.498746,-68.904124,7543.0,1.0,9478.0,,South America,MIT_AEIC
1389,CJJ,RKTU,KR,South Korea,36.7166,127.499119,191.0,2.0,9000.0,,North Asia,MIT_AEIC
1390,CJL,OPCH,PK,Pakistan,35.886592,71.800578,4920.0,1.0,5741.0,,Central and South-West Asia,MIT_AEIC
1391,CKB,KCKB,US,United States,39.296639,-80.228083,1217.0,1.0,7000.0,,North America,MIT_AEIC
1392,CKY,GUCY,GN,Guinea,9.576889,-13.611960999999999,72.0,1.0,10826.0,,Sub Saharan Africa,MIT_AEIC
1393,CLJ,LRCL,RO,Romania,46.785111,23.686167,1036.0,1.0,6070.0,,Europe,MIT_AEIC
1394,CLL,KCLL,US,United States,30.588583,-96.363833,321.0,3.0,7000.0,,North America,MIT_AEIC
1395,CLQ,MMIA,MX,Mexico,19.277010999999998,-103.57739699999999,2467.0,1.0,7546.0,,Central America/ Caribbean,MIT_AEIC
1396,CME,MMCE,MX,Mexico,18.653739,-91.799017,10.0,1.0,7218.0,,Central America/ Caribbean,MIT_AEIC
1397,CMG,SBCR,BR,Brazil,-19.011931,-57.673053,461.0,1.0,6565.0,,South America,MIT_AEIC
1398,CMW,MUCM,CU,Cuba,21.420278,-77.8475,413.0,1.0,9843.0,,Central America/ Caribbean,MIT_AEIC
1399,CMX,KCMX,US,United States,47.168417,-88.48906099999999,1095.0,2.0,6501.0,,North America,MIT_AEIC
