,iata_code,icao_code,country_code,country_name,latitude,longitude,elev_ft,nrunways,longest_runway_ft,name,traffic_region,source
4467,KCT,VCCK,LK,Sri Lanka,5.993680000305176,80.32029724121094,10.0,,,Koggala Airport,Central and South-West Asia,OurAirports
4468,WRZ,VCCW,LK,Sri Lanka,6.25448989868,81.23519897460002,50.0,,,Weerawila Airport,Central and South-West Asia,OurAirports
4469,DMU,VEMR,IN,India,25.883899688699998,93.77110290530001,487.0,,,Dimapur Airport,Central and South-West Asia,OurAirports
4470,HOE,VLHS,LA,Laos,20.2572994232,100.43699646,1380.0,,,Ban Huoeisay Airport,Pacific South-East Asia,OurAirports
4471,BHR,VNBP,NP,Nepal,27.678101,84.42939799999999,600.0,,,Bharatpur Airport,Central and South-West Asia,OurAirports
4472,MEY,VNMG,NP,Nepal,27.5774,84.22875,600.0,,,Meghauli Airport,Central and South-West Asia,OurAirports
4473,CXR,VVCR,VN,Vietnam,11.99820041656494,109.21900177001952,40.0,,,Cam Ranh Airport,Pacific South-East Asia,OurAirports
4474,VCS,VVCS,VN,Vietnam,8.73183,106.633003,20.0,,,Co Ong Airport,Pacific South-East Asia,OurAirports
4475,BMO,VYBM,MM,Myanmar,24.268999099731445,97.24620056152344,370.0,,,Banmaw Airport,Central and South-West Asia,OurAirports
4476,LIW,VYLK,MM,Myanmar,19.691499710083008,97.2147979736328,2940.0,,,Loikaw Airport,Central and South-West Asia,OurAirports
4477,MNU,VYMM,MM,Myanmar,16.444700241088867,97.66069793701172,52.0,,,Mawlamyine Airport,Central and South-West Asia,OurAirports
4478,BSX,VYPN,MM,Myanmar,16.815201000000002,94.7799,20.0,,,Pathein Airport,Central and South-West Asia,OurAirports
4479,PKK,VYPU,MM,Myanmar,21.4043,95.11125,151.0,,,Pakhokku Airport,Central and South-West Asia,OurAirports
4480,SWQ,WADS,ID,Indonesia,-8.489040374755861,117.41200256347656,16.0,,,Sumbawa Besar Airport,Pacific South-East Asia,OurAirports
4481,TMC,WADT,ID,Indonesia,-9.40972,119.244003,161.0,,,Tambolaka Airport,Pacific South-East Asia,OurAirports
4482,BUI,WAJB,ID,Indonesia,-3.6822,138.6755,4550.0,,,Bokondini Airport,Pacific South-East Asia,OurAirports
4483,SEH,WAJS,ID,Indonesia,-3.45,140.779,914.0,,,Senggeh Airport,Pacific South-East Asia,OurAirports
4484,TJS,WALG,ID,Indonesia,2.83583333333,117.373611111,10.0,,,Tanjung Harapan Airport,Pacific South-East Asia,OurAirports
4485,DTD,WALJ,ID,Indonesia,0.8106,114.5306,508.0,,,Datadawai Airport,Pacific South-East Asia,OurAirports
4486,TJG,WAON,ID,Indonesia,-2.21655988693,115.43599700899999,197.0,,,Warukin Airport,Pacific South-East Asia,OurAirports
4487,LUV,WAPL,ID,Indonesia,-5.661620140075684,132.73100280761722,10.0,,,Dumatumbun Airport,Pacific South-East Asia,OurAirports
4488,ARD,WATM,ID,Indonesia,-8.132340431213379,124.59700012207031,10.0,,,Mali Airport,Pacific South-East Asia,OurAirports
4489,BLG,WBGC,MY,Malaysia,2.65000009537,113.76699829100001,200.0,,,Belaga Airport,Pacific South-East Asia,OurAirports
4490,MKM,WBGK,MY,Malaysia,2.90639,112.08000200000001,13.0,,,Mukah Airport,Pacific South-East Asia,OurAirports
4491,BKM,WBGQ,MY,Malaysia,3.973999977111816,115.61799621582031,2900.0,,,Bakalalan Airport,Pacific South-East Asia,OurAirports
4492,BBN,WBGZ,MY,Malaysia,3.7338900566101074,115.47899627685548,3350.0,,,Bario Airport,Pacific South-East Asia,OurAirports
4493,TMG,WBKM,MY,Malaysia,5.40257,118.65763000000001,26.0,,,Tomanggong Airport,Pacific South-East Asia,OurAirports
4494,KUD,WBKT,MY,Malaysia,6.922500133514403,116.83599853515624,10.0,,,Kudat Airport,Pacific South-East Asia,OurAirports
4495,NTX,WION,ID,Indonesia,3.9087099999999997,108.38799999999999,7.0,,,Ranai Airport,Pacific South-East Asia,OurAirports
4496,PSU,WIOP,ID,Indonesia,0.8355780243873596,112.93699645996094,297.0,,,Pangsuma Airport,Pacific South-East Asia,OurAirports
4497,SQG,WIOS,ID,Indonesia,0.06361900269985199,111.4729995727539,98.0,,,Sintang(Susilo) Airport,Pacific South-East Asia,OurAirports
4498,PDO,WIPQ,ID,Indonesia,-3.2860701084136963,103.87999725341795,184.0,,,Pendopo Airport,Pacific South-East Asia,OurAirports
4499,LSW,WITM,ID,Indonesia,5.226679801940918,96.95030212402344,90.0,,,Malikus Saleh Airport,Pacific South-East Asia,OurAirports
4500,PKG,WMPA,MY,Malaysia,4.244719982147217,100.5530014038086,19.0,,,Pulau Pangkor Airport,Pacific South-East Asia,OurAirports
4501,LBW,WRLB,ID,Indonesia,3.9028,115.6921,3165.0,,,Long Bawan Airport,Pacific South-East Asia,OurAirports
4502,NNX,WRLF,ID,Indonesia,4.13333333333,117.666666667,30.0,,,Nunukan Airport,Pacific South-East Asia,OurAirports
4503,LPU,WRLP,ID,Indonesia,1.7044860000000002,114.970297,627.0,,,Long Apung Airport,Pacific South-East Asia,OurAirports
4504,GYL,YARG,AU,Australia,-16.6369,128.451004,522.0,,,Argyle Airport,Pacific South-East Asia,OurAirports
4505,AUU,YAUR,AU,Australia,-13.354067,141.72065,31.0,,,Aurukun Airport,Pacific South-East Asia,OurAirports
4506,BDD,YBAU,AU,Australia,-10.1499996185,142.1734,14.0,,,Badu Island Airport,Pacific South-East Asia,OurAirports
4507,BVI,YBDV,AU,Australia,-25.897499084472656,139.34800720214844,159.0,,,Birdsville Airport,Pacific South-East Asia,OurAirports
4508,BEU,YBIE,AU,Australia,-24.346099853515625,139.46000671386722,300.0,,,Bedourie Airport,Pacific South-East Asia,OurAirports
4509,BRK,YBKE,AU,Australia,-30.03919982910156,145.95199584960938,352.0,,,Bourke Airport,Pacific South-East Asia,OurAirports
4510,BUC,YBKT,AU,Australia,-17.748600006103516,139.53399658203122,21.0,,,Burketown Airport,Pacific South-East Asia,OurAirports
4511,GIC,YBOI,AU,Australia,-9.232780456539999,142.218002319,23.0,,,Boigu Airport,Pacific South-East Asia,OurAirports
4512,OKY,YBOK,AU,Australia,-27.411399841308594,151.73500061035156,1335.0,,,Oakey Airport,Pacific South-East Asia,OurAirports
4513,BQL,YBOU,AU,Australia,-22.913299560546875,139.89999389648438,542.0,,,Boulia Airport,Pacific South-East Asia,OurAirports
4514,CAZ,YCBA,AU,Australia,-31.538299560546875,145.79400634765625,724.0,,,Cobar Airport,Pacific South-East Asia,OurAirports
4515,CPD,YCBP,AU,Australia,-29.040000915527344,134.72099304199222,740.0,,,Coober Pedy Airport,Pacific South-East Asia,OurAirports
4516,CNC,YCCT,AU,Australia,-10.050000190734863,143.07000732421875,3.0,,,Coconut Island Airport,Pacific South-East Asia,OurAirports
4517,CTN,YCKN,AU,Australia,-15.444700241088867,145.1840057373047,26.0,,,Cooktown Airport,Pacific South-East Asia,OurAirports
4518,CMA,YCMU,AU,Australia,-28.03000068664551,145.6219940185547,630.0,,,Cunnamulla Airport,Pacific South-East Asia,OurAirports
4519,CNB,YCNM,AU,Australia,-30.98329925537109,148.37600708007812,604.0,,,Coonamble Airport,Pacific South-East Asia,OurAirports
4520,CUQ,YCOE,AU,Australia,-13.761133,143.113311,532.0,,,Coen Airport,Pacific South-East Asia,OurAirports
4521,DMD,YDMG,AU,Australia,-17.9403,138.82200600000002,153.0,,,Doomadgee Airport,Pacific South-East Asia,OurAirports
4522,NLF,YDNI,AU,Australia,-9.583330154418944,143.76699829101562,0.0,,,Darnley Island Airport,Pacific South-East Asia,OurAirports
4523,ELC,YELD,AU,Australia,-12.019399642899998,135.570999146,101.0,,,Elcho Island Airport,Pacific South-East Asia,OurAirports
4524,FLS,YFLI,AU,Australia,-40.0917015076,147.992996216,10.0,,,Flinders Island Airport,Pacific South-East Asia,OurAirports
4525,HOK,YHOO,AU,Australia,-18.3367004395,130.638000488,320.0,,,Hooker Creek Airport,Pacific South-East Asia,OurAirports
4526,MHU,YHOT,AU,Australia,-37.0475006104,147.333999634,4260.0,,,Mount Hotham Airport,Pacific South-East Asia,OurAirports
4527,HGD,YHUG,AU,Australia,-20.815000534057614,144.22500610351562,1043.0,,,Hughenden Airport,Pacific South-East Asia,OurAirports
4528,JCK,YJLC,AU,Australia,-20.66830062866211,141.72300720214844,404.0,,,Julia Creek Airport,Pacific South-East Asia,OurAirports
4529,KAX,YKBR,AU,Australia,-27.692813,114.259169,157.0,,,Kalbarri Airport,Pacific South-East Asia,OurAirports
4530,KFG,YKKG,AU,Australia,-17.431900024414062,130.80799865722656,646.0,,,Kalkgurung Airport,Pacific South-East Asia,OurAirports
4531,KRB,YKMB,AU,Australia,-17.45669937133789,140.8300018310547,5.0,,,Karumba Airport,Pacific South-East Asia,OurAirports
4532,KWM,YKOW,AU,Australia,-15.485600471496582,141.75100708007812,35.0,,,Kowanyama Airport,Pacific South-East Asia,OurAirports
4533,LNO,YLEO,AU,Australia,-28.87809944152832,121.31500244140624,1217.0,,,Leonora Airport,Pacific South-East Asia,OurAirports
4534,LEL,YLEV,AU,Australia,-12.498900413513185,135.80599975585938,256.0,,,Lake Evella Airport,Pacific South-East Asia,OurAirports
4535,LDH,YLHI,AU,Australia,-31.5382995605,159.07699585,5.0,,,Lord Howe Island Airport,Pacific South-East Asia,OurAirports
4536,IRG,YLHR,AU,Australia,-12.7869,143.304993,77.0,,,Lockhart River Airport,Pacific South-East Asia,OurAirports
4537,LHG,YLRD,AU,Australia,-29.45669937133789,147.98399353027344,540.0,,,Lightning Ridge Airport,Pacific South-East Asia,OurAirports
4538,LER,YLST,AU,Australia,-27.843299865722656,120.7030029296875,1631.0,,,Leinster Airport,Pacific South-East Asia,OurAirports
4539,LVO,YLTN,AU,Australia,-28.61359977722168,122.42400360107422,1530.0,,,Laverton Airport,Pacific South-East Asia,OurAirports
4540,UBB,YMAA,AU,Australia,-9.949999809265137,142.18299865722656,0.0,,,Mabuiag Island Airport,Pacific South-East Asia,OurAirports
4541,MKR,YMEK,AU,Australia,-26.6117000579834,118.5479965209961,1713.0,,,Meekatharra Airport,Pacific South-East Asia,OurAirports
4542,MGT,YMGB,AU,Australia,-12.094400405899998,134.893997192,53.0,,,Milingimbi Airport,Pacific South-East Asia,OurAirports
4543,MMG,YMOG,AU,Australia,-28.116100311279297,117.84200286865234,1354.0,,,Mount Magnet Airport,Pacific South-East Asia,OurAirports
4544,MOV,YMRB,AU,Australia,-22.057800293000003,148.07699585,770.0,,,Moranbah Airport,Pacific South-East Asia,OurAirports
4545,ONG,YMTI,AU,Australia,-16.662500381469727,139.17799377441406,33.0,,,Mornington Island Airport,Pacific South-East Asia,OurAirports
4546,MYI,YMUI,AU,Australia,-9.916669845580001,144.054992676,300.0,,,Murray Island Airport,Pacific South-East Asia,OurAirports
4547,NTN,YNTN,AU,Australia,-17.684089999999998,141.069664,73.0,,,Normanton Airport,Pacific South-East Asia,OurAirports
4548,PUG,YPAG,AU,Australia,-32.50690078735352,137.71699523925778,56.0,,,Port Augusta Airport,Pacific South-East Asia,OurAirports
4549,PMK,YPAM,AU,Australia,-18.755300521850586,146.58099365234375,28.0,,,Palm Island Airport,Pacific South-East Asia,OurAirports
4550,CCK,YPCC,CC,Cocos Islands,-12.1883001328,96.8339004517,10.0,,,Cocos (Keeling) Islands Airport,Pacific South-East Asia,OurAirports
4551,EDR,YPMP,AU,Australia,-14.896451,141.60908,10.0,,,Pormpuraaw Airport,Pacific South-East Asia,OurAirports
4552,ULP,YQLP,AU,Australia,-26.612199783325195,144.2530059814453,655.0,,,Quilpie Airport,Pacific South-East Asia,OurAirports
4553,RAM,YRNG,AU,Australia,-12.356399536132812,134.89799499511722,206.0,,,Ramingining Airport,Pacific South-East Asia,OurAirports
4554,SGO,YSGE,AU,Australia,-28.049699783325195,148.59500122070312,656.0,,,St George Airport,Pacific South-East Asia,OurAirports
4555,MJK,YSHK,AU,Australia,-25.893899917600002,113.577003479,111.0,,,Shark Bay Airport,Pacific South-East Asia,OurAirports
4556,SBR,YSII,AU,Australia,-9.378330230710002,142.625,15.0,,,Saibai Island Airport,Pacific South-East Asia,OurAirports
4557,SRN,YSRN,AU,Australia,-42.15499877929688,145.29200744628906,20.0,,,Strahan Airport,Pacific South-East Asia,OurAirports
4558,XTG,YTGM,AU,Australia,-27.98640060424805,143.81100463867188,433.0,,,Thargomindah Airport,Pacific South-East Asia,OurAirports
4559,TCA,YTNK,AU,Australia,-19.6343994140625,134.18299865722656,1236.0,,,Tennant Creek Airport,Pacific South-East Asia,OurAirports
4560,VCD,YVRD,AU,Australia,-16.402124404907227,131.00497436523438,89.0,,,Victoria River Downs Airport,Pacific South-East Asia,OurAirports
4561,SYU,YWBS,AU,Australia,-10.20829963684082,142.8249969482422,3.0,,,Warraber Island Airport,Pacific South-East Asia,OurAirports
4562,WNR,YWDH,AU,Australia,-25.41309928894043,142.66700744628906,452.0,,,Windorah Airport,Pacific South-East Asia,OurAirports
4563,WUN,YWLU,AU,Australia,-26.62919998168945,120.22100067138672,1649.0,,,Wiluna Airport,Pacific South-East Asia,OurAirports
4564,WOL,YWOL,AU,Australia,-34.56110000610352,150.78900146484375,31.0,,,Wollongong Airport,Pacific South-East Asia,OurAirports
4565,WIN,YWTN,AU,Australia,-22.36359977722168,143.08599853515625,638.0,,,Winton Airport,Pacific South-East Asia,OurAirports
4566,OKR,YYKI,AU,Australia,-9.752801,143.405673,10.0,,,Yorke Island Airport,Pacific South-East Asia,OurAirports
4567,XMY,YYMI,AU,Australia,-9.90110969543457,142.7760009765625,0.0,,,Yam Island Airport,Pacific South-East Asia,OurAirports
4568,CIF,ZBCF,CN,China,42.23500061035156,118.90799713134766,0.0,,,Chifeng Airport,Central and South-West Asia,OurAirports
4569,CIH,ZBCZ,CN,China,36.247501,113.125999,0.0,,,Changzhi Airport,Central and South-West Asia,OurAirports
4570,DAT,ZBDT,CN,China,40.060299,113.48200200000001,3442.0,,,Datong Airport,Central and South-West Asia,OurAirports
4571,BAV,ZBOW,CN,China,40.560001373291016,109.99700164794922,3321.0,,,Baotou Airport,Central and South-West Asia,OurAirports
4572,TGO,ZBTL,CN,China,43.556702,122.199997,2395.0,,,Tongliao Airport,Central and South-West Asia,OurAirports
4573,HLH,ZBUL,CN,China,46.195333000000005,122.00833300000001,0.0,,,Ulanhot Airport,Central and South-West Asia,OurAirports
4574,XIL,ZBXH,CN,China,43.91559982299805,115.96399688720705,0.0,,,Xilinhot Airport,Central and South-West Asia,OurAirports
4575,BHY,ZGBH,CN,China,21.5394,109.293999,0.0,,,Beihai Airport,Central and South-West Asia,OurAirports
4576,CGD,ZGCD,CN,China,28.9188995361,111.63999939,128.0,,,Changde Airport,Central and South-West Asia,OurAirports
4577,MXZ,ZGMX,CN,China,24.35000038146973,116.13300323486328,0.0,,,Meixian Airport,Central and South-West Asia,OurAirports
4578,LZH,ZGZH,CN,China,24.2075,109.390999,295.0,,,Liuzhou Bailian Airport,Central and South-West Asia,OurAirports
4579,ZHA,ZGZJ,CN,China,21.214399,110.358002,125.0,,,Zhanjiang Airport,Central and South-West Asia,OurAirports
4580,ENH,ZHES,CN,China,30.3202991486,109.48500061,1605.0,,,Enshi Airport,Central and South-West Asia,OurAirports
4581,NNY,ZHNY,CN,China,32.980801,112.614998,840.0,,,Nanyang Jiangying Airport,Central and South-West Asia,OurAirports
4582,XFN,ZHXF,CN,China,32.1506,112.291,0.0,,,Xiangyang Liuji Airport,Central and South-West Asia,OurAirports
4583,YIH,ZHYC,CN,China,30.55655,111.47998799999999,673.0,,,Yichang Sanxia Airport,Central and South-West Asia,OurAirports
4584,AKA,ZLAK,CN,China,32.708099,108.931,860.0,,,Ankang Wulipu Airport,Central and South-West Asia,OurAirports
4585,GOQ,ZLGM,CN,China,36.4006,94.786102,9334.0,,,Golmud Airport,Central and South-West Asia,OurAirports
4586,HZG,ZLHZ,CN,China,33.134136,107.206014,0.0,,,Hanzhong Chenggu Airport,Central and South-West Asia,OurAirports
4587,IQN,ZLQY,CN,China,35.799702,107.602997,0.0,,,Qingyang Airport,Central and South-West Asia,OurAirports
4588,XNN,ZLXN,CN,China,36.5275,102.042999,7119.0,,,Xining Caojiabu Airport,Central and South-West Asia,OurAirports
4589,ENY,ZLYA,CN,China,36.636902,109.554001,3100.0,,,Yan'an Ershilipu Airport,Central and South-West Asia,OurAirports
4590,UYN,ZLYL,CN,China,38.35971,109.59092700000001,0.0,,,Yulin Yuyang Airport,Central and South-West Asia,OurAirports
4591,AVK,ZMAH,MN,Mongolia,46.25030136108398,102.802001953125,5932.0,,,Arvaikheer Airport,Central and South-West Asia,OurAirports
4592,LTI,ZMAT,MN,Mongolia,46.37639999389648,96.22109985351562,7260.0,,,Altai Airport,Central and South-West Asia,OurAirports
4593,BYN,ZMBH,MN,Mongolia,46.16329956054688,100.7040023803711,6085.0,,,Bayankhongor Airport,Central and South-West Asia,OurAirports
4594,DLZ,ZMDZ,MN,Mongolia,43.59170150756836,104.43000030517578,4787.0,,,Dalanzadgad Airport,Central and South-West Asia,OurAirports
4595,HVD,ZMKD,MN,Mongolia,47.9541015625,91.6281967163086,4898.0,,,Khovd Airport,Central and South-West Asia,OurAirports
4596,MXV,ZMMN,MN,Mongolia,49.66329956054688,100.0989990234375,4272.0,,,Mörön Airport,Central and South-West Asia,OurAirports
4597,DIG,ZPDQ,CN,China,27.7936,99.6772,10761.0,,,Diqing Airport,Central and South-West Asia,OurAirports
4598,LUM,ZPLX,CN,China,24.4011,98.5317,2890.0,,,Mangshi Airport,Central and South-West Asia,OurAirports
4599,SYM,ZPSM,CN,China,22.793301,100.959,0.0,,,Pu'er Simao Airport,Central and South-West Asia,OurAirports
4600,ZAT,ZPZT,CN,China,27.32559967041016,103.75499725341795,0.0,,,Zhaotong Airport,Central and South-West Asia,OurAirports
4601,KOW,ZSGZ,CN,China,25.853333,114.77888899999999,387.0,,,Ganzhou Airport,Central and South-West Asia,OurAirports
4602,JDZ,ZSJD,CN,China,29.3386001587,117.176002502,112.0,,,Jingdezhen Airport,Central and South-West Asia,OurAirports
4603,JIU,ZSJJ,CN,China,29.476944,115.801111,0.0,,,Jiujiang Lushan Airport,Central and South-West Asia,OurAirports
4604,JUZ,ZSJU,CN,China,28.965799,118.899002,0.0,,,Quzhou Airport,Central and South-West Asia,OurAirports
4605,LYG,ZSLG,CN,China,34.571667,118.87361100000001,0.0,,,Lianyungang Airport,Central and South-West Asia,OurAirports
4606,HYN,ZSLQ,CN,China,28.56220054626465,121.4290008544922,0.0,,,Huangyan Luqiao Airport,Central and South-West Asia,OurAirports
4607,LYI,ZSLY,CN,China,35.04610061645508,118.41200256347656,0.0,,,Shubuling Airport,Central and South-West Asia,OurAirports
4608,TXN,ZSTX,CN,China,29.73329925537109,118.25599670410156,0.0,,,Tunxi International Airport,Central and South-West Asia,OurAirports
4609,WEF,ZSWF,CN,China,36.646702000000005,119.119003,0.0,,,Weifang Airport,Central and South-West Asia,OurAirports
4610,WUX,ZSWX,CN,China,31.4944000244,120.429000854,24.0,,,Sunan Shuofang International Airport,Central and South-West Asia,OurAirports
4611,WUS,ZSWY,CN,China,27.7019,118.000999,614.0,,,Nanping Wuyishan Airport,Central and South-West Asia,OurAirports
4612,YNZ,ZSYN,CN,China,33.425833000000004,120.203056,0.0,,,Yancheng Airport,Central and South-West Asia,OurAirports
4613,YIW,ZSYW,CN,China,29.344699859600002,120.03199768100001,262.0,,,Yiwu Airport,Central and South-West Asia,OurAirports
4614,HSN,ZSZS,CN,China,29.9342002869,122.36199951200001,3.0,,,Zhoushan Airport,Central and South-West Asia,OurAirports
4615,BPX,ZUBD,CN,China,30.553600311279297,97.1082992553711,14219.0,,,Qamdo Bangda Airport,Central and South-West Asia,OurAirports
4616,DAX,ZUDX,CN,China,31.1302,107.4295,0.0,,,Dachuan Airport,Central and South-West Asia,OurAirports
4617,GYS,ZUGU,CN,China,32.391101837158196,105.7020034790039,0.0,,,Guangyuan Airport,Central and South-West Asia,OurAirports
4618,LZO,ZULZ,CN,China,28.85219955444336,105.39299774169922,0.0,,,Luzhou Airport,Central and South-West Asia,OurAirports
4619,MIG,ZUMY,CN,China,31.4281005859375,104.74099731445312,0.0,,,Mianyang Airport,Central and South-West Asia,OurAirports
4620,NAO,ZUNC,CN,China,30.79545,106.1626,0.0,,,Nanchong Airport,Central and South-West Asia,OurAirports
4621,LZY,ZUNZ,CN,China,29.303300857543945,94.33529663085938,9675.0,,,Nyingchi Airport,Central and South-West Asia,OurAirports
4622,AKU,ZWAK,CN,China,41.262501,80.291702,3816.0,,,Aksu Airport,Central and South-West Asia,OurAirports
4623,IQM,ZWCM,CN,China,38.233610999999996,85.465556,0.0,,,Qiemo Yudu Airport,Central and South-West Asia,OurAirports
4624,KCA,ZWKC,CN,China,41.677856,82.872917,3524.0,,,Kuqa Airport,Central and South-West Asia,OurAirports
4625,KRL,ZWKL,CN,China,41.69779968261719,86.12889862060547,0.0,,,Korla Airport,Central and South-West Asia,OurAirports
4626,KRY,ZWKM,CN,China,45.46655,84.9527,0.0,,,Karamay Airport,Central and South-West Asia,OurAirports
4627,YIN,ZWYN,CN,China,43.955799,81.330299,0.0,,,Yining Airport,Central and South-West Asia,OurAirports
4628,HEK,ZYHE,CN,China,50.1716209371,127.308883667,8530.0,,,Heihe Airport,Central and South-West Asia,OurAirports
4629,JNZ,ZYJZ,CN,China,41.10139846801758,121.06199645996094,0.0,,,Jinzhou Airport,Central and South-West Asia,OurAirports
4630,WKL,HI07,US,United States,19.9205,-155.8607,119.0,,,Waikoloa Heliport,North America,OurAirports
4631,WME,YMNE,AU,Australia,-27.286399841308594,120.55500030517578,1792.0,,,Mount Keith Airport,Pacific South-East Asia,OurAirports
4632,LRV,SVRS,VE,Venezuela (Bolivarian Republic of),11.949999809300001,-66.66999816890001,17.0,,,Los Roques Airport,South America,OurAirports
4633,IOR,EIIM,IE,Ireland,53.1067008972168,-9.653610229492188,24.0,,,Inishmore Aerodrome,Europe,OurAirports
4634,NNR,EICA,IE,Ireland,53.23030090332031,-9.467780113220217,70.0,,,Connemara Regional Airport,Europe,OurAirports
4635,GTI,EDCG,DE,Germany,54.3833312988,13.3255558014,69.0,,,Rügen Airport,Europe,OurAirports
4636,EZV,USHB,RU,Russian Federation,63.92100143432617,65.03050231933594,98.0,,,Berezovo Airport,Europe,OurAirports
4637,AQG,ZSAQ,CN,China,30.582199,117.050003,0.0,,,Anqing Tianzhushan Airport,Central and South-West Asia,OurAirports
4638,SHP,ZBSH,CN,China,39.968102,119.731003,30.0,,,Shanhaiguan Airport,Central and South-West Asia,OurAirports
4639,YCU,ZBYC,CN,China,35.116391,111.031388889,1242.0,,,Yuncheng Guangong Airport,Central and South-West Asia,OurAirports
4640,JGN,ZLJQ,CN,China,39.856899,98.3414,5112.0,,,Jiayuguan Airport,Central and South-West Asia,OurAirports
4641,DDG,ZYDD,CN,China,40.0247,124.28600300000001,30.0,,,Dandong Airport,Central and South-West Asia,OurAirports
4642,DSN,ZBDS,CN,China,39.49,109.861388889,4557.0,,,Ordos Ejin Horo Airport,Central and South-West Asia,OurAirports
4643,PZI,ZUZH,CN,China,26.54,101.79852,1620.0,,,Bao'anying Airport,Central and South-West Asia,OurAirports
4644,SPW,KSPW,US,United States,43.165500640869,-95.202796936035,1339.0,,,Spencer Municipal Airport,North America,OurAirports
4645,JEF,KJEF,US,United States,38.591201782199995,-92.1560974121,549.0,,,Jefferson City Memorial Airport,North America,OurAirports
4646,UNT,EGPW,GB,United Kingdom,60.74720001220703,-0.8538500070571899,0.0,,,Unst Airport,Europe,OurAirports
4647,KMW,UUBA,RU,Russian Federation,57.7969017029,41.0194015503,446.0,,,Kostroma Sokerkino Airport,Europe,OurAirports
4648,SUI,UGSS,GE,Georgia,42.8582000732,41.128101348899996,53.0,,,Sukhumi Dranda Airport,Europe,OurAirports
4649,TBW,UUOT,RU,Russian Federation,52.806098937988004,41.482799530029,413.0,,,Donskoye Airport,Europe,OurAirports
4650,OBN,EGEO,GB,United Kingdom,56.4635009765625,-5.399670124053955,20.0,,,Oban Airport,Europe,OurAirports
4651,ERM,SSER,BR,Brazil,-27.66189956665039,-52.2682991027832,2498.0,,,Erechim Airport,South America,OurAirports
4652,CVF,LFLJ,FR,France,45.39670181274414,6.6347198486328125,6588.0,,,Courchevel Airport,Europe,OurAirports
4653,FUL,KFUL,US,United States,33.8720016479,-117.980003357,96.0,,,Fullerton Municipal Airport,North America,OurAirports
4654,USA,KJQF,US,United States,35.387798,-80.709099,705.0,,,Concord-Padgett Regional Airport,North America,OurAirports
4655,NVI,UTSA,UZ,Uzbekistan,40.1171989440918,65.17079925537111,0.0,,,Navoi Airport,Central and South-West Asia,OurAirports
4656,QSF,DAAS,DZ,Algeria,36.178100585900005,5.32449007034,3360.0,,,Ain Arnat Airport,North Africa,OurAirports
4657,AZA,KIWA,US,United States,33.30780029,-111.65499879999999,1382.0,,,Phoenix-Mesa-Gateway Airport,North America,OurAirports
4658,XAU,SOOS,GF,French Guiana,3.61361,-53.204201,656.0,,,Saúl Airport,South America,OurAirports
4659,YTQ,CYTQ,CA,Canada,58.66780090332031,-69.95580291748047,122.0,,,Tasiujaq Airport,North America,OurAirports
4660,QOW,DNIM,NG,Nigeria,5.427060127258301,7.2060298919677725,373.0,,,Sam Mbakwe International Airport,Sub Saharan Africa,OurAirports
4661,FON,MRAN,CR,Costa Rica,10.478,-84.634499,342.0,,,Arenal Airport,Central America/ Caribbean,OurAirports
4662,TMU,MRTR,CR,Costa Rica,9.73852,-85.013802,33.0,,,Tambor Airport,Central America/ Caribbean,OurAirports
4663,CYZ,RPUY,PH,Philippines,16.9298992157,121.752998352,200.0,,,Cauayan Airport,Pacific South-East Asia,OurAirports
4664,KVK,ULMK,RU,Russian Federation,67.46330261230469,33.58829879760742,515.0,,,Kirovsk-Apatity Airport,Europe,OurAirports
4665,GVR,SBGV,BR,Brazil,-18.89520072937,-41.982200622559,561.0,,,Coronel Altino Machado de Oliveira Airport,South America,OurAirports
4666,KPC,PAPC,US,United States,65.25370025630001,-166.85899353,10.0,,,Port Clarence Coast Guard Station,North America,OurAirports
4667,PJA,ESUP,SE,Sweden,67.24559783935547,23.06889915466309,542.0,,,Pajala Airport,Europe,OurAirports
4668,QBC,CYBD,CA,Canada,52.387501,-126.596001,117.0,,,Bella Coola Airport,North America,OurAirports
4669,ACR,SKAC,CO,Colombia,-0.5833,-72.4083,1250.0,,,Araracuara Airport,South America,OurAirports
4670,HMI,ZWHM,CN,China,42.8414,93.669197,2703.0,,,Hami Airport,Central and South-West Asia,OurAirports
4671,WUZ,ZGWZ,CN,China,23.456699,111.248001,89.0,,,Wuzhou Changzhoudao Airport,Central and South-West Asia,OurAirports
4672,TBH,RPVU,PH,Philippines,12.3109998703,122.084999084,10.0,,,Tugdan Airport,Pacific South-East Asia,OurAirports
4673,PFQ,OITP,IR,Iran (Islamic Republic of),39.60359954834,47.881500244140994,251.0,,,Parsabade Moghan Airport,Middle East,OurAirports
4674,TCG,ZWTC,CN,China,46.67250061035156,83.3407974243164,0.0,,,Tacheng Airport,Central and South-West Asia,OurAirports
4675,AFS,UTSN,UZ,Uzbekistan,41.61389923095703,64.23320007324219,1396.0,,,Sugraly Airport,Central and South-West Asia,OurAirports
4676,DRG,PADE,US,United States,66.0696029663,-162.76600647,21.0,,,Deering Airport,North America,OurAirports
4677,RGS,LEBG,ES,Spain,42.357601,-3.6207599999999998,2945.0,,,Burgos Airport,Europe,OurAirports
4678,EGM,AGGS,SB,Solomon Islands,-8.578889846801758,157.87600708007812,0.0,,,Sege Airport,Pacific South-East Asia,OurAirports
